label,text
Dengue,"Since yesterday evening, I have been battling this awful bug. I am burning up with a very high fever that does not seem to break at all. My body is aching all over, and this severe generalized muscle pain is extremely hard to cope with. I feel nauseous continuously, and I am throwing up anything I try to drink. To make things more alarming, I noticed my gums are bleeding when I brush my teeth. I feel utterly devastated by these relentless and horrible symptoms today."
Measles,"My daughter has been suffering since the beginning of the week. She first developed a fever for days, a hacking cough, and her eyes were very red and sensitive to light. I noticed small white spots on her inner cheeks when she was brushing her teeth. Then, just yesterday, a patchy red rash started on her face. I have been monitoring her closely, and the spots have clearly spread downward over the last twenty-four hours, completely blanketing her neck and the front of her torso."
Influenza,"Woke up freezing with a high fever. My muscles are aching deeply. I've developed a dry cough that hurts my throat. I feel nauseous and my head throbs, but I can confirm there is no pain behind my eyes."
Measles,"First I got a fever, a bad cough, sore red eyes, and diarrhea a few days ago. Yesterday, red spots started on my face and are now spreading downward."
Typhoid,"I've had a fever that keeps climbing and hasn't gone away for a week. I have loose stools, my pulse feels oddly slow, and I feel very tired."
Pneumonia,I have a sharp pain in my chest that hasn't gone away for two days. I have a high fever and a wet cough producing green phlegm. It hurts a lot to inhale.
Typhoid,"For eleven days, my fever has been steadily increasing. I feel incredibly weak, just total exhaustion. I'm very constipated, and I found a few faint pink spots on my lower chest this morning."
Influenza,"I've been febrile for 3 days with a runny nose and a pounding headache. Body aches are quite bad, and I have a bad cough. The symptoms come and go, but remain moderate."
Pneumonia,"My body aches all over and I'm running a temperature. For a week, I've had a chesty cough bringing up green mucus. I get completely winded and have difficulty breathing doing basic chores."
Influenza,"A sudden fever started last night. My whole body aches deeply and I have a dry, hacking cough. I feel completely wiped out and just need to sleep this off."
Pneumonia,"Sweating through my clothes from this fever, I also have a painful wet cough producing green sputum. My chest hurts sharply when I inhale deeply, and I'm experiencing dull abdominal pain. My skin is completely clear, no rash."
Typhoid,"I have a high temperature for days that just keeps getting higher. I can't pass stool, I feel very tired all the time, and my pulse feels oddly slow."
Diarrhea,"I've had watery stools about 5 times since last night, and my stomach cramps are really twisting. I feel incredibly thirsty and my mouth is so dry no matter how much water I drink."
Pneumonia,I have a high temperature and I'm coughing up yellow phlegm. I feel a sharp pain in my chest that radiates to my back when I cough.
Influenza,It hit me suddenly with a hacking cough and a temperature. My throat hurts a lot. My muscles are sore and I'm feeling weak. The malaise is quite bad and has been persistent since yesterday.
Typhoid,"My main problem is a high fever that hasn't gone away for over a week. I also haven't gone to the bathroom in days, have no appetite, and noticed small pink spots on my stomach."
Pneumonia,"My stomach hurts so badly, and I'm dealing with a very high fever. I can barely catch my breath, and this wet chesty cough is producing lots of yellow mucus. I feel completely drained of all energy."
Measles,"I have been practically bedridden since Sunday. I started with a very high fever, a horrible persistent cough, and eyes that were so red and sensitive to light that I could not even look at my phone or the TV. I also complained of a severe, throbbing headache that wouldn't quit. Yesterday, I noticed a red rash breaking out on my face and directly behind my ears. Since last night, the rash has been spreading downward rapidly, and now my entire trunk and stomach are covered in these red spots. I feel so sick and I definitely need medical help soon."
Dengue,"This persistent sickness started suddenly a week ago. I have an extremely high temperature and feel like I am constantly burning up. I am suffering from severe generalized muscle pain, and my body is aching all over. There are red spots and a faint red rash covering my stomach. I feel extremely fatigued and have zero energy left. Worryingly, my gums are bleeding quite a bit today. It is quite bad, and I am unable to do any of my normal daily tasks. This is a very persistent and intense illness, and I have never felt this terrible before in my entire life."
